Table: Total Primary Energy Production (Quadrillion Btu);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009
Korea, South;;0.38113;0.40548;0.4109;0.46793;0.5198;0.60003;0.74339;0.86058;0.84809;0.87078;0.86259;0.84462;0.78723;0.76896;0.71593;0.77139;0.81907;0.84313;0.97599;1.10285;1.15661;1.18044;1.22651;1.34126;1.34367;1.49623;1.51187;1.46222;1.53511;1.51557
Laos;;0.00956;0.01139;0.0119;0.01073;0.00982;0.00898;0.0086;0.00556;0.00505;0.00692;0.00852;0.00917;0.0089;0.00896;0.00882;0.01077;0.01449;0.01628;0.02386;0.03018;0.04105;0.04299;0.04223;0.03839;0.03998;0.0417;0.04262;0.04345;0.04636;0.04314
Macau;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;;0.66094;0.63012;0.70799;0.93106;1.30802;1.42628;1.65591;1.67885;1.80991;1.92322;2.03265;2.19211;2.26333;2.33823;2.41047;2.59193;2.83647;3.00953;3.14305;3.15873;3.31319;3.33962;3.43189;3.65955;3.77393;3.6043;3.58031;3.51803;3.79777;3.70731
Maldives;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mongolia;;0.05377;0.04801;0.06005;0.06073;0.06117;0.0727;0.07848;0.08746;0.09654;0.09077;0.08052;0.09697;0.08113;0.07063;0.06381;0.07003;0.04594;0.0421;0.04351;0.04302;0.04481;0.04453;0.04838;0.04669;0.04794;0.10065;0.11203;0.1386;0.16307;0.25427
Nauru;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;;0.0019;0.00225;0.00223;0.00338;0.00357;0.00353;0.00456;0.00566;0.00575;0.00559;0.00912;0.00945;0.00861;0.00897;0.00968;0.01198;0.01229;0.01113;0.0117;0.01474;0.01691;0.01917;0.02164;0.02321;0.02406;0.02522;0.02736;0.02758;0.02772;0.03041
New Caledonia;;0.00287;0.0028;0.00427;0.00292;0.00414;0.005;0.00416;0.00265;0.00544;0.00538;0.00474;0.00355;0.00354;0.00353;0.00388;0.00433;0.00403;0.00368;0.00401;0.00478;0.00454;0.00382;0.00331;0.00333;0.00334;0.00356;0.00312;0.00421;0.00478;0.00468
New Zealand;;0.33037;0.34695;0.37548;0.4061;0.43893;0.46312;0.5355;0.51985;0.56091;0.5774;0.58963;0.61115;0.59607;0.61264;0.63147;0.63319;0.65413;0.693;0.64527;0.67324;0.69037;0.67885;0.7068;0.64534;0.64603;0.60917;0.61597;0.66307;0.68593;0.69782
Niue;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pakistan;;0.42704;0.4611;0.513;0.52024;0.54458;0.5919;0.6478;0.68987;0.74189;0.77732;0.81844;0.88798;0.93657;0.94407;1.0149;1.03809;1.05649;1.06969;1.07952;1.10558;1.15548;1.13404;1.15352;1.26213;1.34169;1.51139;1.66181;1.65669;1.65698;1.6728
Papua New Guinea;;0.00324;0.00321;0.00315;0.00401;0.00424;0.00435;0.00472;0.00451;0.00454;0.00469;0.00473;0.00516;0.11569;0.26526;0.23172;0.21724;0.22658;0.17497;0.17463;0.21107;0.15724;0.15173;0.12631;0.11845;0.10809;0.09795;0.10747;0.10335;0.09524;0.08713
Philippines;;0.09641;0.07788;0.10444;0.1226;0.15172;0.15421;0.15275;0.13897;0.15442;0.15797;0.15424;0.14487;0.15397;0.16345;0.16808;0.15557;0.16404;0.15525;0.15966;0.20447;0.22129;0.22486;0.29684;0.34696;0.39193;0.39383;0.37742;0.40644;0.42885;0.45146
Samoa;;0.00007;0.00007;0.00013;0.00013;0.00017;0.00018;0.00021;0.00019;0.00019;0.00021;0.00021;0.00021;0.00026;0.00026;0.00026;0.00027;0.00031;0.00034;0.00039;0.00044;0.00036;0.0005;0.00063;0.00055;0.0005;0.0005;0.00051;0.00052;0.00052;0.00049
Singapore;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00041;0.00041;0.00061;0.00072;0.00092;0.00082;0.0007;0.0013;0.00099;0.00069;0.00089;0.00078
Solomon Islands;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sri Lanka;;0.01521;0.01626;0.01663;0.01267;0.0216;0.02476;0.02734;0.02244;0.02653;0.02893;0.03239;0.0322;0.02969;0.03874;0.04176;0.04544;0.03328;0.03486;0.03952;0.04224;0.0324;0.03194;0.02725;0.03355;0.02951;0.03433;0.03836;0.03881;0.04048;0.03792
Taiwan;;0.23774;0.29162;0.30515;0.36043;0.4084;0.4564;0.42368;0.47765;0.41419;0.40858;0.49703;0.42746;0.43896;0.4137;0.4316;0.43531;0.4566;0.44326;0.45769;0.46424;0.46456;0.44403;0.4671;0.46129;0.46876;0.47547;0.46462;0.47797;0.47967;0.48254
Thailand;;0.02982;0.09129;0.1316;0.15172;0.19852;0.32974;0.33594;0.34759;0.42001;0.44775;0.51678;0.57088;0.59183;0.65407;0.72879;0.81101;0.98413;1.13232;1.12697;1.17855;1.28356;1.3186;1.41818;1.58026;1.59704;1.75784;1.84019;1.95844;2.09947;2.21432
Timor-Leste (East Timor);;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0;0.10126;0.1837;0.1963;0.15269;0.19509;0.18728
Tonga;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U.S. Pacific Islands;;0;0;0;0;0;0.00017;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00031;0.00026;0.00026;0.00026;0.00018;0.00018;0.00018;0.00018;0.00018;0.00018;0.00018;0.00018
Vanuatu;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vietnam;;0.13366;0.1538;0.16282;0.16389;0.13408;0.14774;0.16259;0.17745;0.19376;0.23046;0.27555;0.36356;0.43399;0.49939;0.55341;0.71647;0.77598;0.81236;0.95008;1.03766;1.15634;1.32039;1.38336;1.45572;1.76884;1.96452;2.10397;2.16092;2.14834;2.33048
Wake Island;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
World;;287.33718;282.41573;280.83096;283.56185;299.58222;306.80639;316.75889;323.98726;336.84875;343.50501;349.5136;346.70135;346.95299;348.68256;354.84642;363.14155;370.97751;378.83976;382.32397;382.76895;392.39142;398.61559;404.11991;419.04722;442.3291;456.39925;465.82226;472.80837;488.55339;484.14691
